standard_node_id,srandard_node_id,node_id,node_label,node_type,id,label,type,agent_entity_type,norm_carcinogen_class,carcinogen_class_normalized,carcinogen_class_source,class,class_source,chemont_class,chemont_superclass,chemont_kingdom,iarc_group,pubchem_cid,inchikey,casrn
IARC_1_3_Dichloro_2_propanol,IARC_1_3_Dichloro_2_propanol,IARC_1_3_Dichloro_2_propanol,"1,3-Dichloro-2-propanol",Carcinogen,IARC_1_3_Dichloro_2_propanol,"1,3-Dichloro-2-propanol",Carcinogen,Chemical,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Halohydrins,Organohalogen compounds,Organic compounds,Group 2B,7289,DEWLEGDTCGBNGU-UHFFFAOYSA-N,96-23-1
IARC_1_3_Dichloropropene_technical_grade,IARC_1_3_Dichloropropene_technical_grade,IARC_1_3_Dichloropropene_technical_grade,"1,3-Dichloropropene (technical-grade)",Carcinogen,IARC_1_3_Dichloropropene_technical_grade,"1,3-Dichloropropene (technical-grade)",Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Vinyl halides,Organohalogen compounds,Organic compounds,Group 2B,24883,UOORRWUZONOOLO-UHFFFAOYSA-N,542-75-6
IARC_1_3_Dinitropyrene,IARC_1_3_Dinitropyrene,IARC_1_3_Dinitropyrene,"1,3-Dinitropyrene",Carcinogen,IARC_1_3_Dinitropyrene,"1,3-Dinitropyrene",Carcinogen,Unknown,Pyrenes,Pyrenes,chemont_class,Pyrenes,chemont_class,Pyrenes,Benzenoids,Organic compounds,Group 2B,53230,KTNUVDBUEAQUON-UHFFFAOYSA-N,75321-20-9
IARC_1_3_Propane_sultone,IARC_1_3_Propane_sultone,IARC_1_3_Propane_sultone,"1,3-Propane sultone",Carcinogen,IARC_1_3_Propane_sultone,"1,3-Propane sultone",Carcinogen,Unknown,Gamma sultones,Gamma sultones,chemont_class,Gamma sultones,chemont_class,Oxathiolanes,Organoheterocyclic compounds,Organic compounds,Group 2A,14264,FSSPGSAQUIYDCN-UHFFFAOYSA-N,1120-71-4
IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,IARC_1_4_Bis_chloromethoxymethyl_benzene,"1,4-Bis(chloromethoxymethyl)benzene",Carcinogen,IARC_1_4_Bis_chloromethoxymethyl_benzene,"1,4-Bis(chloromethoxymethyl)benzene",Carcinogen,Chemical,Solvent,Solvent,rules,Solvent,rules,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,62123,BXIVHTWXKYBJEM-UHFFFAOYSA-N,56894-91-8
IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,IARC_1_4_Diamino_2_nitrobenzene,"1,4-Diamino-2-nitrobenzene",Carcinogen,IARC_1_4_Diamino_2_nitrobenzene,"1,4-Diamino-2-nitrobenzene",Carcinogen,Unknown,Solvent,Solvent,rules,Solvent,rules,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,4338370,HVHNMNGARPCGGD-UHFFFAOYSA-N,5307-14-2
IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,IARC_1_4_Dichloro_2_nitrobenzene,"1,4-Dichloro-2-nitrobenzene",Carcinogen,IARC_1_4_Dichloro_2_nitrobenzene,"1,4-Dichloro-2-nitrobenzene",Carcinogen,Chemical,Solvent,Solvent,rules,Solvent,rules,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,6977,RZKKOBGFCAHLCZ-UHFFFAOYSA-N,89-61-2
IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,IARC_1_4_Dimethylphenanthrene,"1,4-Dimethylphenanthrene",Carcinogen,IARC_1_4_Dimethylphenanthrene,"1,4-Dimethylphenanthrene",Carcinogen,Unknown,Phenanthrenes and derivatives,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 3,62758,DWMAJXVIIUYYOH-UHFFFAOYSA-N,22349-59-3
IARC_1_4_Dioxane,IARC_1_4_Dioxane,IARC_1_4_Dioxane,"1,4-Dioxane",Carcinogen,IARC_1_4_Dioxane,"1,4-Dioxane",Carcinogen,Unknown,"1,4-dioxanes","1,4-dioxanes",chemont_class,"1,4-dioxanes",chemont_class,Dioxanes,Organoheterocyclic compounds,Organic compounds,Group 2B,31275,RYHBNJHYFVUHQT-UHFFFAOYSA-N,123-91-1
IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,IARC_1_5_Naphthalene_diisocyanate,"1,5-Naphthalene diisocyanate",Carcinogen,IARC_1_5_Naphthalene_diisocyanate,"1,5-Naphthalene diisocyanate",Carcinogen,Unknown,Naphthalenes,Naphthalenes,chemont_class,Naphthalenes,chemont_class,Naphthalenes,Benzenoids,Organic compounds,Group 3,18503,SBJCUZQNHOLYMD-UHFFFAOYSA-N,3173-72-6
IARC_1_5_Naphthalenediamine,IARC_1_5_Naphthalenediamine,IARC_1_5_Naphthalenediamine,"1,5-Naphthalenediamine",Carcinogen,IARC_1_5_Naphthalenediamine,"1,5-Naphthalenediamine",Carcinogen,Unknown,Naphthalenes,Naphthalenes,chemont_class,Naphthalenes,chemont_class,Naphthalenes,Benzenoids,Organic compounds,Group 3,16720,KQSABULTKYLFEV-UHFFFAOYSA-N,2243-62-1
IARC_1_6_Dinitropyrene,IARC_1_6_Dinitropyrene,IARC_1_6_Dinitropyrene,"1,6-Dinitropyrene",Carcinogen,IARC_1_6_Dinitropyrene,"1,6-Dinitropyrene",Carcinogen,Unknown,Pyrenes,Pyrenes,chemont_class,Pyrenes,chemont_class,Pyrenes,Benzenoids,Organic compounds,Group 2B,39184,GUXACCKTQWVTLG-UHFFFAOYSA-N,42397-64-8
IARC_1_8_Dinitropyrene,IARC_1_8_Dinitropyrene,IARC_1_8_Dinitropyrene,"1,8-Dinitropyrene",Carcinogen,IARC_1_8_Dinitropyrene,"1,8-Dinitropyrene",Carcinogen,Unknown,Pyrenes,Pyrenes,chemont_class,Pyrenes,chemont_class,Pyrenes,Benzenoids,Organic compounds,Group 2B,39185,BLYXNIHKOMELAP-UHFFFAOYSA-N,42397-65-9
IARC_1_2_Chloroethyl_3_cyclohexyl_1_nitrosourea_CCNU_Lomustine,IARC_1_2_Chloroethyl_3_cyclohexyl_1_nitrosourea_CCNU_Lomustine,IARC_1_2_Chloroethyl_3_cyclohexyl_1_nitrosourea_CCNU_Lomustine,1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU) (Lomustine),Carcinogen,IARC_1_2_Chloroethyl_3_cyclohexyl_1_nitrosourea_CCNU_Lomustine,1-(2-Chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU) (Lomustine),Carcinogen,Chemical,Nitrosamine,Nitrosamine,rules,Nitrosamine,rules,Organic carbonic acids and derivatives,Organic acids and derivatives,Organic compounds,Group 2A,3950,GQYIWUVLTXOXAJ-UHFFFAOYSA-N,13010-47-4
IARC_1_tert_Butoxypropan_2_ol,IARC_1_tert_Butoxypropan_2_ol,IARC_1_tert_Butoxypropan_2_ol,1-tert-Butoxypropan-2-ol,Carcinogen,IARC_1_tert_Butoxypropan_2_ol,1-tert-Butoxypropan-2-ol,Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 2B,92629,GQCZPFJGIXHZMB-UHFFFAOYSA-N,57018-52-7
IARC_1_Amino_2_4_dibromoanthraquinone,IARC_1_Amino_2_4_dibromoanthraquinone,IARC_1_Amino_2_4_dibromoanthraquinone,"1-Amino-2,4-dibromoanthraquinone",Carcinogen,IARC_1_Amino_2_4_dibromoanthraquinone,"1-Amino-2,4-dibromoanthraquinone",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Anthracenes,Benzenoids,Organic compounds,Group 2B,6681,ZINRVIQBCHAZMM-UHFFFAOYSA-N,81-49-2
IARC_1_Amino_2_methylanthraquinone,IARC_1_Amino_2_methylanthraquinone,IARC_1_Amino_2_methylanthraquinone,1-Amino-2-methylanthraquinone,Carcinogen,IARC_1_Amino_2_methylanthraquinone,1-Amino-2-methylanthraquinone,Carcinogen,Unknown,Anthraquinones,Anthraquinones,chemont_class,Anthraquinones,chemont_class,Anthracenes,Benzenoids,Organic compounds,Group 3,6702,ZLCUIOWQYBYEBG-UHFFFAOYSA-N,82-28-0
IARC_1_Bromopropane,IARC_1_Bromopropane,IARC_1_Bromopropane,1-Bromopropane,Carcinogen,IARC_1_Bromopropane,1-Bromopropane,Carcinogen,Unknown,Organobromides,Organobromides,chemont_class,Organobromides,chemont_class,Organobromides,Organohalogen compounds,Organic compounds,Group 2B,7840,CYNYIHKIEHGYOZ-UHFFFAOYSA-N,106-94-5
IARC_1_Bromo_3_chloropropane,IARC_1_Bromo_3_chloropropane,IARC_1_Bromo_3_chloropropane,1-Bromo-3-chloropropane,Carcinogen,IARC_1_Bromo_3_chloropropane,1-Bromo-3-chloropropane,Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Organochlorides,Organohalogen compounds,Organic compounds,Group 2B,8006,MFESCIUQSIBMSM-UHFFFAOYSA-N,109-70-6
IARC_1_Butyl_glycidyl_ether,IARC_1_Butyl_glycidyl_ether,IARC_1_Butyl_glycidyl_ether,1-Butyl glycidyl ether,Carcinogen,IARC_1_Butyl_glycidyl_ether,1-Butyl glycidyl ether,Carcinogen,Chemical,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Epoxides,Organoheterocyclic compounds,Organic compounds,Group 2B,17049,YSUQLAYJZDEMOT-UHFFFAOYSA-N,2426-08-6
IARC_1_Chloro_2_methylpropene,IARC_1_Chloro_2_methylpropene,IARC_1_Chloro_2_methylpropene,1-Chloro-2-methylpropene,Carcinogen,IARC_1_Chloro_2_methylpropene,1-Chloro-2-methylpropene,Carcinogen,Chemical,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Vinyl halides,Organohalogen compounds,Organic compounds,Group 2B,10555,KWISWUFGPUHDRY-UHFFFAOYSA-N,513-37-1
IARC_1_Hydroxyanthraquinone,IARC_1_Hydroxyanthraquinone,IARC_1_Hydroxyanthraquinone,1-Hydroxyanthraquinone,Carcinogen,IARC_1_Hydroxyanthraquinone,1-Hydroxyanthraquinone,Carcinogen,Unknown,Anthraquinones,Anthraquinones,chemont_class,Anthraquinones,chemont_class,Anthracenes,Benzenoids,Organic compounds,Group 2B,8512,BTLXPCBPYBNQNR-UHFFFAOYSA-N,129-43-1
IARC_1_Methylchrysene,IARC_1_Methylchrysene,IARC_1_Methylchrysene,1-Methylchrysene,Carcinogen,IARC_1_Methylchrysene,1-Methylchrysene,Carcinogen,Unknown,Chrysenes,Chrysenes,chemont_class,Chrysenes,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 3,18779,LQKGSLMFGWWLIU-UHFFFAOYSA-N,3351-28-8
IARC_1_Methylphenanthrene,IARC_1_Methylphenanthrene,IARC_1_Methylphenanthrene,1-Methylphenanthrene,Carcinogen,IARC_1_Methylphenanthrene,1-Methylphenanthrene,Carcinogen,Unknown,Phenanthrenes and derivatives,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 3,13257,DOWJXOHBNXRUOD-UHFFFAOYSA-N,832-69-9
IARC_1_Naphthylamine,IARC_1_Naphthylamine,IARC_1_Naphthylamine,1-Naphthylamine,Carcinogen,IARC_1_Naphthylamine,1-Naphthylamine,Carcinogen,Unknown,Naphthalenes,Naphthalenes,chemont_class,Naphthalenes,chemont_class,Naphthalenes,Benzenoids,Organic compounds,Group 3,8640,RUFPHBVGCFYCNW-UHFFFAOYSA-N,134-32-7
IARC_1_Naphthylthiourea_ANTU,IARC_1_Naphthylthiourea_ANTU,IARC_1_Naphthylthiourea_ANTU,1-Naphthylthiourea (ANTU),Carcinogen,IARC_1_Naphthylthiourea_ANTU,1-Naphthylthiourea (ANTU),Carcinogen,Unknown,Naphthalenes,Naphthalenes,chemont_class,Naphthalenes,chemont_class,Naphthalenes,Benzenoids,Organic compounds,Group 3,736366,PIVQQUNOTICCSA-UHFFFAOYSA-N,86-88-4
IARC_1_Nitronaphthalene,IARC_1_Nitronaphthalene,IARC_1_Nitronaphthalene,1-Nitronaphthalene,Carcinogen,IARC_1_Nitronaphthalene,1-Nitronaphthalene,Carcinogen,Unknown,Nitronaphthalenes,Nitronaphthalenes,chemont_class,Nitronaphthalenes,chemont_class,Naphthalenes,Benzenoids,Organic compounds,Group 3,6849,RJKGJBPXVHTNJL-UHFFFAOYSA-N,86-57-7
IARC_1_Nitropyrene,IARC_1_Nitropyrene,IARC_1_Nitropyrene,1-Nitropyrene,Carcinogen,IARC_1_Nitropyrene,1-Nitropyrene,Carcinogen,Unknown,Pyrenes,Pyrenes,chemont_class,Pyrenes,chemont_class,Pyrenes,Benzenoids,Organic compounds,Group 2A,21694,ALRLPDGCPYIVHP-UHFFFAOYSA-N,5522-43-0
IARC_1_5_Nitrofurfurylidene_amino_2_imidazolidinone,IARC_1_5_Nitrofurfurylidene_amino_2_imidazolidinone,IARC_1_5_Nitrofurfurylidene_amino_2_imidazolidinone,1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone,Carcinogen,IARC_1_5_Nitrofurfurylidene_amino_2_imidazolidinone,1-[(5-Nitrofurfurylidene)amino]-2-imidazolidinone,Carcinogen,Unknown,HCA,HCA,rules,HCA,rules,Furans,Organoheterocyclic compounds,Organic compounds,Group 2B,9568055,VSVAVMVWTLLTCH-BJMVGYQFSA-N,555-84-0
IARC_11_Aminoundecanoic_acid,IARC_11_Aminoundecanoic_acid,IARC_11_Aminoundecanoic_acid,11-Aminoundecanoic acid,Carcinogen,IARC_11_Aminoundecanoic_acid,11-Aminoundecanoic acid,Carcinogen,Chemical,Medium-chain fatty acids,Medium-chain fatty acids,chemont_class,Medium-chain fatty acids,chemont_class,Fatty Acyls,Lipids and lipid-like molecules,Organic compounds,Group 3,17083,GUOSQNAUYHMCRU-UHFFFAOYSA-N,2432-99-7
IARC_11H_Benz_bc_aceanthrylene,IARC_11H_Benz_bc_aceanthrylene,IARC_11H_Benz_bc_aceanthrylene,11H-Benz[bc]aceanthrylene,Carcinogen,IARC_11H_Benz_bc_aceanthrylene,11H-Benz[bc]aceanthrylene,Carcinogen,Unknown,Phenanthrenes and derivatives,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,chemont_class,Phenanthrenes and derivatives,Benzenoids,Organic compounds,Group 3,164558,YZLKDBSYQYEZSG-UHFFFAOYSA-N,202-94-8
IARC_13H_Dibenzo_a_g_fluorene,IARC_13H_Dibenzo_a_g_fluorene,IARC_13H_Dibenzo_a_g_fluorene,"13H-Dibenzo[a,g]fluorene",Carcinogen,IARC_13H_Dibenzo_a_g_fluorene,"13H-Dibenzo[a,g]fluorene",Carcinogen,Unknown,Fluorenes,Fluorenes,chemont_class,Fluorenes,chemont_class,Fluorenes,Benzenoids,Organic compounds,Group 3,9159,QEHKXCNHQCUFRW-UHFFFAOYSA-N,207-83-0
IARC_2_2_5_5_Tetrachlorobenzidine,IARC_2_2_5_5_Tetrachlorobenzidine,IARC_2_2_5_5_Tetrachlorobenzidine,"2,2',5,5'-Tetrachlorobenzidine",Carcinogen,IARC_2_2_5_5_Tetrachlorobenzidine,"2,2',5,5'-Tetrachlorobenzidine",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,rules,Aromatic_Amine,rules,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,27465,UXOXUHMFQZEAFR-UHFFFAOYSA-N,15721-02-5
IARC_2_2_Bis_bromomethyl_propane_1_3_diol,IARC_2_2_Bis_bromomethyl_propane_1_3_diol,IARC_2_2_Bis_bromomethyl_propane_1_3_diol,"2,2-Bis(bromomethyl)propane-1,3-diol",Carcinogen,IARC_2_2_Bis_bromomethyl_propane_1_3_diol,"2,2-Bis(bromomethyl)propane-1,3-diol",Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 2B,18692,CHUGKEQJSLOLHL-UHFFFAOYSA-N,3296-90-0
IARC_2_3_4_7_8_Pentachlorodibenzofuran,IARC_2_3_4_7_8_Pentachlorodibenzofuran,IARC_2_3_4_7_8_Pentachlorodibenzofuran,"2,3,4,7,8-Pentachlorodibenzofuran",Carcinogen,IARC_2_3_4_7_8_Pentachlorodibenzofuran,"2,3,4,7,8-Pentachlorodibenzofuran",Carcinogen,Unknown,Dioxin,Dioxin,rules,Dioxin,rules,Benzofurans,Organoheterocyclic compounds,Organic compounds,Group 1,42128,OGBQILNBLMPPDP-UHFFFAOYSA-N,57117-31-4
IARC_2_3_7_8_Tetrachlorodibenzo_para_dioxin,IARC_2_3_7_8_Tetrachlorodibenzo_para_dioxin,IARC_2_3_7_8_Tetrachlorodibenzo_para_dioxin,"2,3,7,8-Tetrachlorodibenzo-para-dioxin",Carcinogen,IARC_2_3_7_8_Tetrachlorodibenzo_para_dioxin,"2,3,7,8-Tetrachlorodibenzo-para-dioxin",Carcinogen,Chemical,Dioxin,Dioxin,rules,Dioxin,rules,Benzodioxins,Organoheterocyclic compounds,Organic compounds,Group 1,15625,HGUFODBRKLSHSI-UHFFFAOYSA-N,1746-01-6
IARC_2_3_Dibromopropan_1_ol,IARC_2_3_Dibromopropan_1_ol,IARC_2_3_Dibromopropan_1_ol,"2,3-Dibromopropan-1-ol",Carcinogen,IARC_2_3_Dibromopropan_1_ol,"2,3-Dibromopropan-1-ol",Carcinogen,Unknown,Alcohol,Alcohol,classyfire,Alcohol,classyfire,Halohydrins,Organohalogen compounds,Organic compounds,Group 2B,7281,QWVCIORZLNBIIC-UHFFFAOYSA-N,96-13-9
IARC_Diphenylamine,IARC_Diphenylamine,IARC_Diphenylamine,Diphenylamine,Carcinogen,IARC_Diphenylamine,Diphenylamine,Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,11487,DMBHHRLKUKUOEG-UHFFFAOYSA-N,122-39-4
IARC_2_4_Diphenyldiamine,IARC_2_4_Diphenyldiamine,IARC_2_4_Diphenyldiamine,"2,4'-Diphenyldiamine",Carcinogen,IARC_2_4_Diphenyldiamine,"2,4'-Diphenyldiamine",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,10292,RDMFEHLCCOQUMH-UHFFFAOYSA-N,492-17-1
IARC_1_2_Diphenylhydrazine,IARC_1_2_Diphenylhydrazine,IARC_1_2_Diphenylhydrazine,"1,2-Diphenylhydrazine",Carcinogen,IARC_1_2_Diphenylhydrazine,"1,2-Diphenylhydrazine",Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,31222,YBQZXXMEJHZYMB-UHFFFAOYSA-N,122-66-7
IARC_2_4_5_Trimethylaniline,IARC_2_4_5_Trimethylaniline,IARC_2_4_5_Trimethylaniline,"2,4,5-Trimethylaniline",Carcinogen,IARC_2_4_5_Trimethylaniline,"2,4,5-Trimethylaniline",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,8717,BMIPMKQAAJKBKP-UHFFFAOYSA-N,137-17-7
IARC_2_4_6_Trichlorophenol_see_also_Polychlorophenols,IARC_2_4_6_Trichlorophenol_see_also_Polychlorophenols,IARC_2_4_6_Trichlorophenol_see_also_Polychlorophenols,"2,4,6-Trichlorophenol (see also Polychlorophenols)",Carcinogen,IARC_2_4_6_Trichlorophenol_see_also_Polychlorophenols,"2,4,6-Trichlorophenol (see also Polychlorophenols)",Carcinogen,Unknown,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Phenols,Benzenoids,Organic compounds,Group 2B,6914,LINPIYWFGCPVIE-UHFFFAOYSA-N,88-06-2
IARC_2_4_6_Trimethylaniline,IARC_2_4_6_Trimethylaniline,IARC_2_4_6_Trimethylaniline,"2,4,6-Trimethylaniline",Carcinogen,IARC_2_4_6_Trimethylaniline,"2,4,6-Trimethylaniline",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,6913,KWVPRPSXBZNOHS-UHFFFAOYSA-N,88-05-1
IARC_2_4_6_Trinitrotoluene,IARC_2_4_6_Trinitrotoluene,IARC_2_4_6_Trinitrotoluene,"2,4,6-Trinitrotoluene",Carcinogen,IARC_2_4_6_Trinitrotoluene,"2,4,6-Trinitrotoluene",Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,8376,SPSSULHKWOKEEL-UHFFFAOYSA-N,118-96-7
IARC_2_4_6_Tris_1_aziridinyl_s_triazine,IARC_2_4_6_Tris_1_aziridinyl_s_triazine,IARC_2_4_6_Tris_1_aziridinyl_s_triazine,"2,4,6-Tris(1-aziridinyl)-s-triazine",Carcinogen,IARC_2_4_6_Tris_1_aziridinyl_s_triazine,"2,4,6-Tris(1-aziridinyl)-s-triazine",Carcinogen,Unknown,Alkylating,Alkylating,classyfire,Alkylating,classyfire,Organonitrogen compounds,Organic nitrogen compounds,Organic compounds,Group 3,5799,IUCJMVBFZDHPDX-UHFFFAOYSA-N,51-18-3
IARC_2_4_D_2_4_dichlorophenoxyacetic_acid_See_also_Chlorophenoxy_herbicides,IARC_2_4_D_2_4_dichlorophenoxyacetic_acid_See_also_Chlorophenoxy_herbicides,IARC_2_4_D_2_4_dichlorophenoxyacetic_acid_See_also_Chlorophenoxy_herbicides,"2,4-D (2,4-dichlorophenoxyacetic acid) (See also Chlorophenoxy herbicides)",Carcinogen,IARC_2_4_D_2_4_dichlorophenoxyacetic_acid_See_also_Chlorophenoxy_herbicides,"2,4-D (2,4-dichlorophenoxyacetic acid) (See also Chlorophenoxy herbicides)",Carcinogen,Pesticide,Organochlorine,Organochlorine,classyfire,Organochlorine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,1486,OVSKIKFHRZPJSS-UHFFFAOYSA-N,94-75-7
IARC_2_4_Diaminoanisole,IARC_2_4_Diaminoanisole,IARC_2_4_Diaminoanisole,"2,4-Diaminoanisole",Carcinogen,IARC_2_4_Diaminoanisole,"2,4-Diaminoanisole",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Phenol ethers,Benzenoids,Organic compounds,Group 2B,11976,BAHPQISAXRFLCL-UHFFFAOYSA-N,615-05-4
IARC_2_4_Diaminotoluene,IARC_2_4_Diaminotoluene,IARC_2_4_Diaminotoluene,"2,4-Diaminotoluene",Carcinogen,IARC_2_4_Diaminotoluene,"2,4-Diaminotoluene",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,7261,VOZKAJLKRJDJLL-UHFFFAOYSA-N,95-80-7
IARC_2_4_Dichloro_1_nitrobenzene,IARC_2_4_Dichloro_1_nitrobenzene,IARC_2_4_Dichloro_1_nitrobenzene,"2,4-Dichloro-1-nitrobenzene",Carcinogen,IARC_2_4_Dichloro_1_nitrobenzene,"2,4-Dichloro-1-nitrobenzene",Carcinogen,Chemical,Solvent,Solvent,rules,Solvent,rules,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,11899,QUIMTLZDMCNYGY-UHFFFAOYSA-N,611-06-3
IARC_2_4_Dinitrotoluene,IARC_2_4_Dinitrotoluene,IARC_2_4_Dinitrotoluene,"2,4-Dinitrotoluene",Carcinogen,IARC_2_4_Dinitrotoluene,"2,4-Dinitrotoluene",Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,8461,RMBFBMJGBANMMK-UHFFFAOYSA-N,121-14-2
IARC_2_4_Hexadienal,IARC_2_4_Hexadienal,IARC_2_4_Hexadienal,"2,4-Hexadienal",Carcinogen,IARC_2_4_Hexadienal,"2,4-Hexadienal",Carcinogen,Unknown,Aldehyde,Aldehyde,classyfire,Aldehyde,classyfire,Organooxygen compounds,Organic oxygen compounds,Organic compounds,Group 2B,637564,BATOPAZDIZEVQF-MQQKCMAXSA-N,80466-34-8
IARC_2_4_Xylidine,IARC_2_4_Xylidine,IARC_2_4_Xylidine,"2,4-Xylidine",Carcinogen,IARC_2_4_Xylidine,"2,4-Xylidine",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,7250,CZZZABOKJQXEBO-UHFFFAOYSA-N,95-68-1
IARC_2_5_Diaminotoluene,IARC_2_5_Diaminotoluene,IARC_2_5_Diaminotoluene,"2,5-Diaminotoluene",Carcinogen,IARC_2_5_Diaminotoluene,"2,5-Diaminotoluene",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,7252,OBCSAIDCZQSFQH-UHFFFAOYSA-N,95-70-5
IARC_2_5_Xylidine,IARC_2_5_Xylidine,IARC_2_5_Xylidine,"2,5-Xylidine",Carcinogen,IARC_2_5_Xylidine,"2,5-Xylidine",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,7259,VOWZNBNDMFLQGM-UHFFFAOYSA-N,95-78-3
IARC_2_6_Dichloro_para_phenylenediamine,IARC_2_6_Dichloro_para_phenylenediamine,IARC_2_6_Dichloro_para_phenylenediamine,"2,6-Dichloro-para-phenylenediamine",Carcinogen,IARC_2_6_Dichloro_para_phenylenediamine,"2,6-Dichloro-para-phenylenediamine",Carcinogen,Chemical,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 3,11860,HQCHAOKWWKLXQH-UHFFFAOYSA-N,609-20-1
IARC_2_6_Dimethylaniline_2_6_Xylidine,IARC_2_6_Dimethylaniline_2_6_Xylidine,IARC_2_6_Dimethylaniline_2_6_Xylidine,"2,6-Dimethylaniline (2,6-Xylidine)",Carcinogen,IARC_2_6_Dimethylaniline_2_6_Xylidine,"2,6-Dimethylaniline (2,6-Xylidine)",Carcinogen,Unknown,Aromatic_Amine,Aromatic_Amine,classyfire,Aromatic_Amine,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,6896,UFFBMTHBGFGIHF-UHFFFAOYSA-N,87-62-7
IARC_2_6_Dinitrotoluene,IARC_2_6_Dinitrotoluene,IARC_2_6_Dinitrotoluene,"2,6-Dinitrotoluene",Carcinogen,IARC_2_6_Dinitrotoluene,"2,6-Dinitrotoluene",Carcinogen,Unknown,Solvent,Solvent,classyfire,Solvent,classyfire,Benzene and substituted derivatives,Benzenoids,Organic compounds,Group 2B,11813,XTRDKALNCIHHNI-UHFFFAOYSA-N,606-20-2
